customer_key,recency,frequency,monetary,r,f,m,rfm_score,Segment
16465,73,2,3271.79,4,5,4,454,454
16466,108,2,4624.9125,4,5,5,455,455
16467,6,2,12.27,5,5,1,551,551
16468,127,1,63.970000000000006,3,1,2,312,Needs Attention
16469,272,1,63.97,2,1,2,212,Needs Attention
16470,247,2,3021.0425,2,5,4,254,254
16471,41,1,53.47,5,1,2,512,512
16472,73,1,27.279999999999998,4,1,1,411,Recent Customers
16473,100,1,24.99,4,1,1,411,Recent Customers
16474,291,1,24.99,1,1,1,111,Lost Customers
16475,126,2,4673.8825,3,5,5,355,355
16476,151,2,4715.4925,3,5,5,355,355
16477,332,1,39.980000000000004,1,1,1,111,Lost Customers
16478,93,1,2385.9399999999996,4,1,4,414,Recent Customers
16479,52,3,158.51000000000002,5,5,3,553,553
16480,8,2,144.94,5,5,3,553,553
16481,23,2,194.91000000000003,5,5,3,553,553
16482,327,2,4783.74,1,5,5,155,155
16483,53,2,4118.26,5,5,5,555,555
16484,72,2,4175.53,4,5,5,455,455
16485,93,1,39.980000000000004,4,1,1,411,Recent Customers
16486,13,2,113.24,5,5,3,553,553
16487,180,2,73.24,3,5,2,352,352
16488,10,2,232.42000000000002,5,5,3,553,553
16489,249,2,112.73,2,5,3,253,253
16490,239,1,2478.3399999999997,2,1,4,214,Needs Attention
16491,150,2,3106.33,3,5,4,354,354
16492,3,2,130.94,5,5,3,553,553
16493,24,2,4197.25,5,5,5,555,555
16494,28,2,5961.2,5,5,5,555,555
16495,39,2,6002.23,5,5,5,555,555
16496,19,2,5960.23,5,5,5,555,555
16497,34,4,132.71,5,5,3,553,553
16498,128,1,39.980000000000004,3,1,1,311,Needs Attention
16499,21,1,4.99,5,1,1,511,511
16500,268,1,588.96,2,1,3,213,Needs Attention
16501,133,1,4.99,3,1,1,311,Needs Attention
16502,8,1,39.980000000000004,5,1,1,511,511
16503,241,1,4.99,2,1,1,211,Needs Attention
16504,283,1,588.96,1,1,3,113,Lost Customers
16505,33,1,39.980000000000004,5,1,1,511,511
16506,2,3,102.03999999999999,5,5,3,553,553
16507,183,1,35.23,3,1,1,311,Needs Attention
16508,143,1,83.97,3,1,2,312,Needs Attention
16509,67,2,3258.79,4,5,4,454,454
16510,280,1,27.279999999999998,1,1,1,111,Lost Customers
16511,182,2,47.260000000000005,3,5,2,352,352
16512,244,2,3262.83,2,5,4,254,254
16513,159,2,4669.452499999999,3,5,5,355,355
16514,337,2,4761.74,1,5,5,155,155
16515,301,2,4733.75,1,5,5,155,155
16516,306,2,4733.75,1,5,5,155,155
16517,297,2,4698.76,1,5,5,155,155
16518,293,2,4698.76,1,5,5,155,155
16519,279,2,4752.75,1,5,5,155,155
16520,282,2,4727.74,1,5,5,155,155
16521,287,2,4698.76,1,5,5,155,155
16522,280,2,4698.76,1,5,5,155,155
16523,282,2,4698.76,1,5,5,155,155
16524,260,2,4733.75,2,5,5,255,255
16525,252,2,4752.75,2,5,5,255,255
16526,216,2,4758.24,2,5,5,255,255
16527,202,2,4752.75,2,5,5,255,255
16528,206,2,4698.76,2,5,5,255,255
16529,209,2,4752.75,2,5,5,255,255
16530,43,2,3001.0425,5,5,4,554,554
16531,34,2,3291.8,5,5,5,555,555
16532,114,2,4921.69,4,5,5,455,455
16533,111,2,4702.3925,4,5,5,455,455
16534,83,2,4820.5025000000005,4,5,5,455,455
16535,224,1,37.97,2,1,1,211,Needs Attention
16536,227,1,27.279999999999998,2,1,1,211,Needs Attention
16537,232,1,24.99,2,1,1,211,Needs Attention
16538,98,2,4659.9025,4,5,5,455,455
16539,341,1,83.97,1,1,2,112,Lost Customers
16540,52,2,4696.4925,5,5,5,555,555
16541,34,2,3028.0225,5,5,4,554,554
16542,18,2,44.970000000000006,5,5,2,552,552
16543,127,2,53.96000000000001,3,5,2,352,352
16544,165,1,28.979999999999997,3,1,1,311,Needs Attention
16545,93,1,31.27,4,1,1,411,Recent Customers
16546,31,2,3036.5325000000003,5,5,4,554,554
16547,104,2,4900.68,4,5,5,455,455
16548,54,2,4624.9125,5,5,5,555,555
16549,72,2,4930.68,4,5,5,455,455
16550,30,2,3001.0425,5,5,4,554,554
16551,49,2,5032.76,5,5,5,555,555
16552,58,2,4986.79,4,5,5,455,455
16553,228,2,3001.0425,2,5,4,254,254
16554,29,2,2990.5225,5,5,4,554,554
16555,116,1,31.27,4,1,1,411,Recent Customers
16556,206,1,86.95,2,1,2,212,Needs Attention
16557,293,1,31.27,1,1,1,111,Lost Customers
16558,295,1,24.99,1,1,1,111,Lost Customers
16559,21,2,4705.4825,5,5,5,555,555
16560,20,2,4633.9025,5,5,5,555,555
16561,23,2,3030.0325000000003,5,5,4,554,554
16562,203,2,3001.0425,2,5,4,254,254
16563,189,2,62.95,3,5,2,352,352
16564,141,2,132.26999999999998,3,5,3,353,353
16565,69,3,7203.66,4,5,5,455,455
16566,46,3,5806.352499999999,5,5,5,555,555
16567,70,3,7159.7,4,5,5,455,455
16568,336,1,69.97,1,1,2,112,Lost Customers
16569,373,2,3936.5425,1,5,5,155,155
16570,360,2,4219.32,1,5,5,155,155
16571,30,2,52.92,5,5,2,552,552
16572,28,2,4886.7,5,5,5,555,555
16573,27,2,3001.0425,5,5,4,554,554
16574,48,2,44.970000000000006,5,5,2,552,552
16575,133,3,6994.5725,3,5,5,355,355
16576,11,1,149.46,5,1,3,513,513
16577,164,1,74.98,3,1,2,312,Needs Attention
16578,69,1,74.98,4,1,2,412,Recent Customers
16579,70,2,97.94999999999999,4,5,3,453,453
16580,162,3,5429.76,3,5,5,355,355
16581,80,1,50.230000000000004,4,1,2,412,Recent Customers
16582,325,1,35.0,1,1,1,111,Lost Customers
16583,10,1,42.28,5,1,2,512,512
16584,184,2,172.95,3,5,3,353,353
16585,114,3,7192.389999999999,4,5,5,455,455
16586,172,1,69.99000000000001,3,1,2,312,Needs Attention
16587,139,3,7063.5625,3,5,5,355,355
16588,130,3,6994.5824999999995,3,5,5,355,355
16589,118,3,7343.69,3,5,5,355,355
16590,149,2,168.95,3,5,3,353,353
16591,69,2,137.96,4,5,3,453,453
16592,305,1,74.98,1,1,2,112,Lost Customers
16593,239,2,101.75999999999999,2,5,3,253,253
16594,133,3,7231.369999999999,3,5,5,355,355
16595,128,3,6901.3825,3,5,5,355,355
16596,146,2,4486.5425,3,5,5,355,355
16597,317,1,103.49000000000001,1,1,3,113,Lost Customers
16598,109,3,7131.4,4,5,5,455,455
16599,25,2,149.46,5,5,3,553,553
16600,242,1,124.97,2,1,3,213,Needs Attention
16601,58,2,86.25999999999999,4,5,2,452,452
16602,132,2,77.27,3,5,2,352,352
16603,154,3,7000.5525,3,5,5,355,355
16604,80,1,56.97,4,1,2,412,Recent Customers
16605,21,2,66.26,5,5,2,552,552
16606,150,2,67.17,3,5,2,352,352
16607,37,2,5897.53,5,5,5,555,555
16608,52,2,101.57000000000001,5,5,3,553,553
16609,285,2,344.04,1,5,3,153,153
16610,282,2,67.58,1,5,2,152,152
16611,46,2,75.53,5,5,2,552,552
16612,17,2,5898.26,5,5,5,555,555
16613,146,2,129.35,3,5,3,353,353
16614,57,2,71.16,5,5,2,552,552
16615,198,2,95.84,2,5,3,253,253
16616,39,2,5915.54,5,5,5,555,555
16617,121,2,160.55,3,5,3,353,353
16618,43,2,76.15,5,5,2,552,552
16619,176,2,97.58,3,5,3,353,353
16620,41,2,5895.24,5,5,5,555,555
16621,123,2,73.86000000000001,3,5,2,352,352
16622,2,2,106.56,5,5,3,553,553
16623,36,2,5973.24,5,5,5,555,555
16624,21,2,5938.25,5,5,5,555,555
16625,194,2,81.81,2,5,2,252,252
16626,238,2,71.57,2,5,2,252,252
16627,198,2,64.88,2,5,2,252,252
16628,22,2,187.57999999999998,5,5,3,553,553
16629,34,2,5933.26,5,5,5,555,555
16630,39,2,5973.24,5,5,5,555,555
16631,22,2,5900.549999999999,5,5,5,555,555
16632,91,2,68.87,4,5,2,452,452
16633,11,2,101.57000000000001,5,5,3,553,553
16634,83,2,106.56,4,5,3,453,453
16635,3,2,161.29,5,5,3,553,553
16636,34,2,5932.74,5,5,5,555,555
16637,35,2,5900.549999999999,5,5,5,555,555
16638,30,2,5974.23,5,5,5,555,555
16639,25,2,5908.25,5,5,5,555,555
16640,0,2,102.57,5,5,3,553,553
16641,79,1,2391.43,4,1,4,414,Recent Customers
16642,48,1,39.980000000000004,5,1,1,511,511
16643,245,2,126.96,2,5,3,253,253
16644,170,1,4.99,3,1,1,311,Needs Attention
16645,95,1,2357.2799999999997,4,1,4,414,Recent Customers
16646,21,2,250.91,5,5,3,553,553
16647,117,1,54.980000000000004,4,1,2,412,Recent Customers
16648,34,1,7.28,5,1,1,511,511
16649,21,2,115.94,5,5,3,553,553
16650,68,1,4.99,4,1,1,411,Recent Customers
16651,51,1,13.98,5,1,1,511,511
16652,173,1,48.970000000000006,3,1,2,312,Needs Attention
16653,96,1,2411.95,4,1,4,414,Recent Customers
16654,159,2,3056.3199999999997,3,5,4,354,354
16655,122,1,39.980000000000004,3,1,1,311,Needs Attention
16656,26,2,5930.23,5,5,5,555,555
16657,38,2,5900.549999999999,5,5,5,555,555
16658,30,2,5873.26,5,5,5,555,555
16659,35,2,5873.26,5,5,5,555,555
16660,32,2,5898.26,5,5,5,555,555
16661,35,2,5908.25,5,5,5,555,555
16662,361,2,4355.71,1,5,5,155,155
16663,335,2,4471.74,1,5,5,155,155
16664,348,2,4377.75,1,5,5,155,155
16665,75,2,81.81,4,5,2,452,452
16666,171,2,205.44,3,5,3,353,353
16667,3,4,65.99,5,5,2,552,552
16668,267,1,607.96,2,1,3,213,Needs Attention
16669,72,1,4.99,4,1,1,411,Recent Customers
16670,235,1,2478.3399999999997,2,1,4,214,Needs Attention
16671,31,1,4.99,5,1,1,511,511
16672,209,1,7.28,2,1,1,211,Needs Attention
16673,198,1,2466.3199999999997,2,1,4,214,Needs Attention
16674,137,2,76.15,3,5,2,352,352
16675,331,2,4385.03,1,5,5,155,155
16676,116,1,13.98,4,1,1,411,Recent Customers
16677,166,1,13.98,3,1,1,311,Needs Attention
16678,140,2,3162.3099999999995,3,5,4,354,354
16679,288,2,106.56,1,5,3,153,153
16680,88,2,104.86,4,5,3,453,453
16681,188,2,68.87,3,5,2,352,352
16682,65,2,66.58,4,5,2,452,452
16683,163,2,69.87,3,5,2,352,352
16684,43,2,4158.24,5,5,5,555,555
16685,34,2,4183.23,5,5,5,555,555
16686,20,2,4157.73,5,5,5,555,555
16687,362,2,6070.59,1,5,5,155,155
16688,380,2,6081.1,1,5,5,155,155
16689,146,2,290.46000000000004,3,5,3,353,353
16690,104,2,165.07,4,5,3,453,453
16691,306,2,4471.74,1,5,5,155,155
16692,150,2,31.27,3,5,1,351,351
16693,375,2,6060.5,1,5,5,155,155
16694,108,2,78.2,4,5,2,452,452
16695,75,2,76.15,4,5,2,452,452
16696,312,2,4506.76,1,5,5,155,155
16697,100,2,87.08,4,5,2,452,452
16698,9,2,230.16,5,5,3,553,553
16699,108,2,67.58,4,5,2,452,452
16700,202,2,92.97,2,5,3,253,253
16701,299,2,4426.74,1,5,5,155,155
16702,373,2,6021.62,1,5,5,155,155
16703,344,2,6090.59,1,5,5,155,155
16704,185,2,91.26,3,5,2,352,352
16705,64,2,97.96000000000001,4,5,3,453,453
16706,105,2,92.97,4,5,3,453,453
16707,282,2,4377.75,1,5,5,155,155
16708,263,2,4406.74,2,5,5,255,255
16709,172,2,143.94,3,5,3,353,353
16710,17,2,91.25999999999999,5,5,2,552,552
16711,185,2,132.95,3,5,3,353,353
16712,273,2,4417.75,1,5,5,155,155
16713,339,2,6090.59,1,5,5,155,155
16714,162,1,64.47,3,1,2,312,Needs Attention
16715,142,1,7.28,3,1,1,311,Needs Attention
16716,280,1,27.92,1,1,1,111,Lost Customers
16717,118,3,233.81,3,5,3,353,353
16718,56,1,13.98,5,1,1,511,511
16719,86,1,39.980000000000004,4,1,1,411,Recent Customers
16720,196,1,39.980000000000004,2,1,1,211,Needs Attention
16721,3,3,180.71,5,5,3,553,553
16722,46,1,4.99,5,1,1,511,511
16723,3,1,7.28,5,1,1,511,511
16724,72,1,39.980000000000004,4,1,1,411,Recent Customers
16725,35,1,13.98,5,1,1,511,511
16726,18,1,7.28,5,1,1,511,511
16727,227,1,2451.2999999999997,2,1,4,214,Needs Attention
16728,218,1,2443.35,2,1,4,214,Needs Attention
16729,90,2,38.92,4,5,1,451,451
16730,3,2,140.94,5,5,3,553,553
16731,60,3,155.91,4,5,3,453,453
16732,178,1,2451.2999999999997,3,1,4,314,Needs Attention
16733,160,2,35.26,3,5,1,351,351
16734,216,2,128.97,2,5,3,253,253
16735,145,1,58.980000000000004,3,1,2,312,Needs Attention
16736,212,1,59.980000000000004,2,1,2,212,Needs Attention
16737,118,1,4.99,3,1,1,311,Needs Attention
16738,238,2,44.95,2,5,2,252,252
16739,79,2,81.26,4,5,2,452,452
16740,333,2,6099.1,1,5,5,155,155
16741,299,2,6056.61,1,5,5,155,155
16742,305,2,6044.59,1,5,5,155,155
16743,290,2,6070.59,1,5,5,155,155
16744,311,2,6070.59,1,5,5,155,155
16745,298,2,6021.62,1,5,5,155,155
16746,319,1,64.47,1,1,2,112,Lost Customers
16747,197,1,2479.94,2,1,4,214,Needs Attention
16748,36,1,58.980000000000004,5,1,2,512,512
16749,39,1,61.96000000000001,5,1,2,512,512
16750,298,1,7.28,1,1,1,111,Lost Customers
16751,177,1,2492.3199999999997,3,1,4,314,Needs Attention
16752,149,1,2512.3199999999997,3,1,4,314,Needs Attention
16753,86,1,2319.99,4,1,4,414,Recent Customers
16754,164,2,3118.6,3,5,4,354,354
16755,86,1,2316.97,4,1,4,414,Recent Customers
16756,89,1,2395.9599999999996,4,1,4,414,Recent Customers
16757,14,1,4.99,5,1,1,511,511
16758,144,2,3062.3399999999997,3,5,4,354,354
16759,82,1,7.28,4,1,1,411,Recent Customers
16760,309,1,67.97,1,1,2,112,Lost Customers
16761,114,1,2475.95,4,1,4,414,Recent Customers
16762,113,1,2479.94,4,1,4,414,Recent Customers
16763,277,1,1700.99,1,1,4,114,Lost Customers
16764,237,1,1760.47,2,1,4,214,Needs Attention
16765,169,1,4.99,3,1,1,311,Needs Attention
16766,70,1,4.99,4,1,1,411,Recent Customers
16767,305,1,59.980000000000004,1,1,2,112,Lost Customers
16768,4,1,4.99,5,1,1,511,511
16769,88,1,4.99,4,1,1,411,Recent Customers
16770,128,1,2478.3399999999997,3,1,4,314,Needs Attention
16771,114,3,104.55,4,5,3,453,453
16772,9,3,158.53,5,5,3,553,553
16773,189,1,13.98,3,1,1,311,Needs Attention
16774,212,1,54.980000000000004,2,1,2,212,Needs Attention
16775,116,1,4.99,4,1,1,411,Recent Customers
16776,107,1,2443.35,4,1,4,414,Recent Customers
16777,323,1,124.99,1,1,3,113,Lost Customers
16778,78,1,2541.3199999999997,4,1,4,414,Recent Customers
16779,81,1,2297.2799999999997,4,1,4,414,Recent Customers
16780,130,1,54.980000000000004,3,1,2,312,Needs Attention
16781,349,1,64.47,1,1,2,112,Lost Customers
16782,97,1,2482.23,4,1,4,414,Recent Customers
16783,52,1,2457.33,5,1,4,514,514
16784,256,1,1735.98,2,1,4,214,Needs Attention
16785,105,1,2342.9199999999996,4,1,4,414,Recent Customers
16786,79,1,2294.99,4,1,4,414,Recent Customers
16787,49,1,39.980000000000004,5,1,1,511,511
16788,273,1,39.980000000000004,1,1,1,111,Lost Customers
16789,25,1,2443.35,5,1,4,514,514
16790,19,1,2564.92,5,1,4,514,514
16791,235,1,1729.97,2,1,4,214,Needs Attention
16792,361,1,1735.98,1,1,4,114,Lost Customers
16793,371,1,1788.95,1,1,4,114,Lost Customers
16794,363,1,1785.97,1,1,4,114,Lost Customers
16795,50,1,67.93,5,1,2,512,512
16796,241,1,54.980000000000004,2,1,2,212,Needs Attention
16797,370,1,1732.26,1,1,4,114,Lost Customers
16798,362,1,1764.96,1,1,4,114,Lost Customers
16799,355,1,1700.99,1,1,4,114,Lost Customers
16800,11,3,75.84,5,5,2,552,552
16801,125,1,54.980000000000004,3,1,2,312,Needs Attention
16802,330,1,13.98,1,1,1,111,Lost Customers
16803,364,1,1759.97,1,1,4,114,Lost Customers
16804,363,1,1728.27,1,1,4,114,Lost Customers
16805,363,1,1768.96,1,1,4,114,Lost Customers
16806,37,1,54.980000000000004,5,1,2,512,512
16807,364,1,1728.27,1,1,4,114,Lost Customers
16808,119,1,13.98,3,1,1,311,Needs Attention
16809,89,1,13.98,4,1,1,411,Recent Customers
16810,76,2,3064.6299999999997,4,5,4,454,454
16811,320,1,1700.99,1,1,4,114,Lost Customers
16812,331,1,1735.98,1,1,4,114,Lost Customers
16813,50,1,13.98,5,1,1,511,511
16814,344,1,39.980000000000004,1,1,1,111,Lost Customers
16815,9,1,4.99,5,1,1,511,511
16816,12,1,4.99,5,1,1,511,511
16817,92,1,4.99,4,1,1,411,Recent Customers
16818,98,1,2391.9399999999996,4,1,4,414,Recent Customers
16819,92,1,2316.97,4,1,4,414,Recent Customers
16820,35,2,3217.7899999999995,5,5,4,554,554
16821,147,3,7221.349999999999,3,5,5,355,355
16822,119,3,7176.379999999999,3,5,5,355,355
16823,111,3,7242.349999999999,4,5,5,455,455
16824,166,3,6938.5925,3,5,5,355,355
16825,57,1,61.45,5,1,2,512,512
16826,143,3,6953.5825,3,5,5,355,355
16827,83,3,7205.36,4,5,5,455,455
16828,89,3,7182.66,4,5,5,455,455
16829,101,3,7185.369999999999,4,5,5,455,455
16830,143,3,7138.68,3,5,5,355,355
16831,88,3,7206.369999999999,4,5,5,455,455
16832,83,1,2369.9599999999996,4,1,4,414,Recent Customers
16833,77,1,2343.9599999999996,4,1,4,414,Recent Customers
16834,232,1,1750.98,2,1,4,214,Needs Attention
16835,93,1,2294.99,4,1,4,414,Recent Customers
16836,26,2,3193.79,5,5,4,554,554
16837,27,2,155.47,5,5,3,553,553
16838,105,1,13.98,4,1,1,411,Recent Customers
16839,95,1,2294.99,4,1,4,414,Recent Customers
16840,200,2,176.95,2,5,3,253,253
16841,229,2,126.96,2,5,3,253,253
16842,80,1,4.99,4,1,1,411,Recent Customers
16843,78,1,89.97,4,1,2,412,Recent Customers
16844,83,1,2369.97,4,1,4,414,Recent Customers
16845,100,1,2380.47,4,1,4,414,Recent Customers
16846,269,2,180.95,2,5,3,253,253
16847,52,2,189.94,5,5,3,553,553
16848,4,2,125.44999999999999,5,5,3,553,553
16849,11,2,176.95,5,5,3,553,553
16850,101,1,2354.9799999999996,4,1,4,414,Recent Customers
16851,82,1,2369.9599999999996,4,1,4,414,Recent Customers
16852,90,1,2405.47,4,1,4,414,Recent Customers
16853,24,1,4.99,5,1,1,511,511
16854,101,1,2342.93,4,1,4,414,Recent Customers
16855,27,2,150.95,5,5,3,553,553
16856,138,1,13.98,3,1,1,311,Needs Attention
16857,254,1,54.980000000000004,2,1,2,212,Needs Attention
16858,37,1,4.99,5,1,1,511,511
16859,88,1,2380.47,4,1,4,414,Recent Customers
16860,307,1,4.99,1,1,1,111,Lost Customers
16861,7,1,13.98,5,1,1,511,511
16862,7,1,39.980000000000004,5,1,1,511,511
16863,314,1,64.47,1,1,2,112,Lost Customers
16864,79,1,2369.97,4,1,4,414,Recent Customers
16865,83,1,2369.9599999999996,4,1,4,414,Recent Customers
16866,92,1,2444.45,4,1,4,414,Recent Customers
16867,101,1,2381.9399999999996,4,1,4,414,Recent Customers
16868,89,1,2322.2799999999997,4,1,4,414,Recent Customers
16869,101,1,2376.9599999999996,4,1,4,414,Recent Customers
16870,205,3,149.04,2,5,3,253,253
16871,98,1,2316.97,4,1,4,414,Recent Customers
16872,89,1,2359.24,4,1,4,414,Recent Customers
16873,174,1,578.46,3,1,3,313,Needs Attention
16874,242,1,4.99,2,1,1,211,Needs Attention
16875,203,1,39.980000000000004,2,1,1,211,Needs Attention
16876,39,3,151.84,5,5,3,553,553
16877,332,1,39.980000000000004,1,1,1,111,Lost Customers
16878,324,1,1735.98,1,1,4,114,Lost Customers
16879,321,1,1728.27,1,1,4,114,Lost Customers
16880,81,1,2343.9599999999996,4,1,4,414,Recent Customers
16881,77,1,2319.99,4,1,4,414,Recent Customers
16882,80,1,2294.99,4,1,4,414,Recent Customers
16883,11,1,48.970000000000006,5,1,2,512,512
16884,282,1,39.980000000000004,1,1,1,111,Lost Customers
16885,303,1,39.980000000000004,1,1,1,111,Lost Customers
16886,343,1,1729.97,1,1,4,114,Lost Customers
16887,327,1,1769.96,1,1,4,114,Lost Customers
16888,339,1,1754.98,1,1,4,114,Lost Customers
16889,309,1,1729.97,1,1,4,114,Lost Customers
16890,305,1,1808.45,1,1,4,114,Lost Customers
16891,47,1,59.980000000000004,5,1,2,512,512
16892,80,1,2341.97,4,1,4,414,Recent Customers
16893,88,1,2325.9599999999996,4,1,4,414,Recent Customers
16894,312,1,1763.97,1,1,4,114,Lost Customers
16895,300,1,1760.47,1,1,4,114,Lost Customers
16896,303,1,1714.97,1,1,4,114,Lost Customers
16897,318,1,1763.97,1,1,4,114,Lost Customers
16898,293,1,1750.98,1,1,4,114,Lost Customers
16899,211,1,4.99,2,1,1,211,Needs Attention
16900,149,1,7.28,3,1,1,311,Needs Attention
16901,110,1,39.980000000000004,4,1,1,411,Recent Customers
16902,9,2,211.96999999999997,5,5,3,553,553
16903,62,1,4.99,4,1,1,411,Recent Customers
16904,95,1,4.99,4,1,1,411,Recent Customers
16905,163,1,4.99,3,1,1,311,Needs Attention
16906,156,1,2359.9799999999996,3,1,4,314,Needs Attention
16907,80,1,2341.97,4,1,4,414,Recent Customers
16908,99,1,2366.9599999999996,4,1,4,414,Recent Customers
16909,78,1,2376.9599999999996,4,1,4,414,Recent Customers
16910,184,2,141.95999999999998,3,5,3,353,353
16911,124,1,58.980000000000004,3,1,2,312,Needs Attention
16912,48,1,2380.47,5,1,4,514,514
16913,143,1,13.98,3,1,1,311,Needs Attention
16914,46,1,2361.95,5,1,4,514,514
16915,46,1,2374.9799999999996,5,1,4,514,514
16916,61,1,2434.9199999999996,4,1,4,414,Recent Customers
16917,35,1,4.99,5,1,1,511,511
16918,6,1,64.47,5,1,2,512,512
16919,22,2,70.95,5,5,2,552,552
16920,295,1,1700.99,1,1,4,114,Lost Customers
16921,245,1,1754.98,2,1,4,214,Needs Attention
16922,3,1,98.96000000000001,5,1,3,513,513
16923,38,1,59.980000000000004,5,1,2,512,512
16924,267,1,1775.47,2,1,4,214,Needs Attention
16925,279,1,1764.96,1,1,4,114,Lost Customers
16926,24,2,44.95,5,5,2,552,552
16927,0,2,38.92,5,5,1,551,551
16928,209,2,4698.76,2,5,5,255,255
16929,203,2,4733.75,2,5,5,255,255
16930,13,2,54.42,5,5,2,552,552
16931,217,2,4767.73,2,5,5,255,255
16932,133,2,14.56,3,5,1,351,351
16933,29,2,94.96000000000001,5,5,3,553,553
16934,84,2,86.95,4,5,2,452,452
16935,111,2,94.96000000000001,4,5,3,453,453
16936,329,1,63.97,1,1,2,112,Lost Customers
16937,362,2,3926.5325000000003,1,5,5,155,155
16938,20,2,3110.0525,5,5,4,554,554
16939,144,1,29.979999999999997,3,1,1,311,Needs Attention
16940,18,2,5006.7,5,5,5,555,555
16941,37,1,64.97,5,1,2,512,512
16942,330,2,2751.4175,1,5,4,154,154
16943,195,1,37.93,2,1,1,211,Needs Attention
16944,375,2,4253.8099999999995,1,5,5,155,155
16945,25,2,3262.83,5,5,4,554,554
16946,20,2,3071.0325000000003,5,5,4,554,554
16947,272,1,1735.98,2,1,4,214,Needs Attention
16948,11,3,248.01000000000002,5,5,3,553,553
16949,268,1,1789.97,2,1,4,214,Needs Attention
16950,174,3,211.01,3,5,3,353,353
16951,285,1,1735.98,1,1,4,114,Lost Customers
16952,229,1,1735.98,2,1,4,214,Needs Attention
16953,345,1,13.98,1,1,1,111,Lost Customers
16954,8,1,67.97,5,1,2,512,512
16955,199,1,1760.47,2,1,4,214,Needs Attention
16956,277,1,1700.99,1,1,4,114,Lost Customers
16957,23,1,39.980000000000004,5,1,1,511,511
16958,285,3,168.02,1,5,3,153,153
16959,144,3,135.35,3,5,3,353,353
16960,104,1,4.99,4,1,1,411,Recent Customers
16961,75,1,2318.9599999999996,4,1,4,414,Recent Customers
16962,4,1,13.98,5,1,1,511,511
16963,286,1,39.980000000000004,1,1,1,111,Lost Customers
16964,204,3,108.54000000000002,2,5,3,253,253
16965,301,1,39.980000000000004,1,1,1,111,Lost Customers
16966,27,1,4.99,5,1,1,511,511
16967,64,1,2316.97,4,1,4,414,Recent Customers
16968,56,1,2325.9599999999996,5,1,4,514,514
16969,57,1,2439.99,5,1,4,514,514
16970,276,1,1754.98,1,1,4,114,Lost Customers
16971,202,1,64.47,2,1,2,212,Needs Attention
16972,276,1,1754.98,1,1,4,114,Lost Customers
16973,272,1,1857.92,2,1,4,214,Needs Attention
16974,279,1,1729.97,1,1,4,114,Lost Customers
16975,129,1,67.97,3,1,2,312,Needs Attention
16976,288,1,1785.97,1,1,4,114,Lost Customers
16977,250,1,1709.98,2,1,4,214,Needs Attention
16978,307,1,4.99,1,1,1,111,Lost Customers
16979,61,1,2322.2799999999997,4,1,4,414,Recent Customers
16980,277,1,39.980000000000004,1,1,1,111,Lost Customers
16981,57,1,2317.9199999999996,5,1,4,514,514
16982,350,1,89.97,1,1,2,112,Lost Customers
16983,51,1,2357.2799999999997,5,1,4,514,514
16984,243,1,1759.97,2,1,4,214,Needs Attention
16985,141,1,13.98,3,1,1,311,Needs Attention
16986,194,1,68.49,2,1,2,212,Needs Attention
16987,153,1,2414.99,3,1,4,314,Needs Attention
16988,43,1,4.99,5,1,1,511,511
16989,48,1,2319.99,5,1,4,514,514
16990,200,1,59.980000000000004,2,1,2,212,Needs Attention
16991,298,1,39.980000000000004,1,1,1,111,Lost Customers
16992,288,1,4.99,1,1,1,111,Lost Customers
16993,202,1,124.99,2,1,3,213,Needs Attention
16994,135,1,39.980000000000004,3,1,1,311,Needs Attention
16995,216,1,1735.98,2,1,4,214,Needs Attention
16996,212,1,1754.98,2,1,4,214,Needs Attention
16997,239,1,1763.97,2,1,4,214,Needs Attention
16998,240,1,1735.98,2,1,4,214,Needs Attention
16999,246,1,1735.98,2,1,4,214,Needs Attention
17000,62,1,2294.99,4,1,4,414,Recent Customers
17001,67,1,2341.97,4,1,4,414,Recent Customers
17002,56,1,2331.95,5,1,4,514,514
17003,76,1,2416.45,4,1,4,414,Recent Customers
17004,73,1,2418.4799999999996,4,1,4,414,Recent Customers
17005,53,1,2376.45,5,1,4,514,514
17006,52,1,2404.4599999999996,5,1,4,514,514
17007,63,1,2329.99,4,1,4,414,Recent Customers
17008,59,1,2316.97,4,1,4,414,Recent Customers
17009,66,1,2351.9599999999996,4,1,4,414,Recent Customers
17010,59,1,2384.97,4,1,4,414,Recent Customers
17011,250,1,1750.98,2,1,4,214,Needs Attention
17012,233,1,1750.98,2,1,4,214,Needs Attention
17013,56,1,2401.45,5,1,4,514,514
17014,336,1,4.99,1,1,1,111,Lost Customers
17015,255,1,4.99,2,1,1,211,Needs Attention
17016,331,1,98.96000000000001,1,1,3,113,Lost Customers
17017,46,1,2332.2799999999997,5,1,4,514,514
17018,249,1,93.97,2,1,3,213,Needs Attention
17019,44,1,54.980000000000004,5,1,2,512,512
17020,256,1,1714.97,2,1,4,214,Needs Attention
17021,237,1,1700.99,2,1,4,214,Needs Attention
17022,229,1,1763.97,2,1,4,214,Needs Attention
17023,215,1,1735.98,2,1,4,214,Needs Attention
17024,249,1,1775.97,2,1,4,214,Needs Attention
17025,182,1,1709.98,3,1,4,314,Needs Attention
17026,299,3,261.39,1,5,3,153,153
17027,223,3,230.90000000000003,2,5,3,253,253
17028,238,1,1763.97,2,1,4,214,Needs Attention
